say.core=> (time (sila/create-world! :env "/srv/say_sila/weka/tweets/tweets.all.env.2019-Q4-2020-Q1Q2.unkown.U01.arff" "/srv/say_sila/weka/tweets/tweets.all.env.2019-Q4-2020-Q1Q2.unkown.S02.arff"))
2020-12-18 08:32:22.062   INFO: #year           : 194 
2020-12-18 08:32:22.063   INFO: differ          : 193 
2020-12-18 08:32:22.063   INFO: requir          : 191 
2020-12-18 08:32:22.063   INFO: high            : 190 
2020-12-18 08:32:22.063   INFO: never           : 190 
2020-12-18 08:32:22.064   INFO: growth          : 189 
2020-12-18 08:32:22.064   INFO: #econom         : 184 
2020-12-18 08:32:22.064   INFO: greenhous       : 179 
2020-12-18 08:32:22.064   INFO: winter          : 176 
2020-12-18 08:32:22.065   INFO: presid          : 175 
2020-12-18 08:32:22.065   INFO: organ           : 174 
2020-12-18 08:32:22.065   INFO: #watch          : 174 
2020-12-18 08:32:22.065   INFO: urg             : 172 
2020-12-18 08:32:22.066   INFO: parti           : 169 
2020-12-18 08:32:22.066   INFO: view            : 164 
2020-12-18 08:32:22.066   INFO: person          : 162 
2020-12-18 08:32:22.066   INFO: #save           : 161 
2020-12-18 08:32:22.067   INFO: regist          : 161 
2020-12-18 08:32:22.067   INFO: trash           : 160 
2020-12-18 08:32:22.067   INFO: media           : 160 
2020-12-18 08:32:22.067   INFO: listen          : 157 
2020-12-18 08:32:22.068   INFO: prioriti        : 157 
2020-12-18 08:32:22.068   INFO: #job            : 155 
2020-12-18 08:32:22.068   INFO: network         : 155 
2020-12-18 08:32:22.068   INFO: rain            : 154 
2020-12-18 08:32:22.069   INFO: unit            : 153 
2020-12-18 08:32:22.069   INFO: post            : 151 
2020-12-18 08:32:22.069   INFO: york            : 151 
2020-12-18 08:32:22.069   INFO: #brazil         : 148 
2020-12-18 08:32:22.070   INFO: summer          : 145 
2020-12-18 08:32:22.070   INFO: teach           : 144 
2020-12-18 08:32:22.070   INFO: #winter         : 144 
2020-12-18 08:32:22.070   INFO: program         : 143 
2020-12-18 08:32:22.071   INFO: opinion         : 142 
2020-12-18 08:32:22.071   INFO: magazin         : 142 
2020-12-18 08:32:22.071   INFO: larg            : 140 
2020-12-18 08:32:22.071   INFO: #greenhous      : 137 
2020-12-18 08:32:22.071   INFO: question        : 136 
2020-12-18 08:32:22.072   INFO: #issu           : 135 
2020-12-18 08:32:22.072   INFO: month           : 133 
2020-12-18 08:32:22.072   INFO: mind            : 132 
2020-12-18 08:32:22.072   INFO: agre            : 128 
2020-12-18 08:32:22.073   INFO: transport       : 126 
2020-12-18 08:32:22.073   INFO: china           : 126 
2020-12-18 08:32:22.073   INFO: close           : 126 
2020-12-18 08:32:22.073   INFO: #util           : 126 
2020-12-18 08:32:22.073   INFO: vehicl          : 125 
2020-12-18 08:32:22.074   INFO: harm            : 124 
2020-12-18 08:32:22.074   INFO: worri           : 123 
2020-12-18 08:32:22.074   INFO: offici          : 122 
2020-12-18 08:32:22.074   INFO: effici          : 121 
2020-12-18 08:32:22.075   INFO: #germani        : 121 
2020-12-18 08:32:22.075   INFO: #global         : 119 
2020-12-18 08:32:22.075   INFO: condit          : 116 
2020-12-18 08:32:22.075   INFO: special         : 115 
2020-12-18 08:32:22.075   INFO: #us             : 114 
2020-12-18 08:32:22.076   INFO: dioxid          : 113 
2020-12-18 08:32:22.076   INFO: return          : 109 
2020-12-18 08:32:22.076   INFO: #speci          : 106 
2020-12-18 08:32:22.076   INFO: email           : 105 
2020-12-18 08:32:22.077   INFO: nuclear         : 104 
2020-12-18 08:32:22.077   INFO: #special        : 103 
2020-12-18 08:32:22.077   INFO: #home           : 103 
2020-12-18 08:32:22.077   INFO: #polici         : 102 
2020-12-18 08:32:22.077   INFO: snow            : 102 
2020-12-18 08:32:22.078   INFO: comment         : 102 
2020-12-18 08:32:22.078   INFO: influenc        : 101 
2020-12-18 08:32:22.078   INFO: #ipcc           : 99  
2020-12-18 08:32:22.078   INFO: websit          : 98  
2020-12-18 08:32:22.079   INFO: coast           : 98  
2020-12-18 08:32:22.079   INFO: independ        : 97  
2020-12-18 08:32:22.079   INFO: releas          : 95  
2020-12-18 08:32:22.079   INFO: donat           : 94  
2020-12-18 08:32:22.080   INFO: regul           : 93  
2020-12-18 08:32:22.080   INFO: individu        : 92  
2020-12-18 08:32:22.080   INFO: feder           : 92  
2020-12-18 08:32:22.080   INFO: low             : 91  
2020-12-18 08:32:22.080   INFO: mainstream      : 90  
2020-12-18 08:32:22.081   INFO: #product        : 88  
2020-12-18 08:32:22.081   INFO: street          : 88  
2020-12-18 08:32:22.081   INFO: republican      : 87  
2020-12-18 08:32:22.081   INFO: #japan          : 87  
2020-12-18 08:32:22.081   INFO: #transport      : 86  
2020-12-18 08:32:22.082   INFO: #money          : 86  
2020-12-18 08:32:22.082   INFO: #nuclear        : 85  
2020-12-18 08:32:22.082   INFO: controversi     : 85  
2020-12-18 08:32:22.083   INFO: famili          : 85  
2020-12-18 08:32:22.083   INFO: #trash          : 84  
2020-12-18 08:32:22.083   INFO: degre           : 82  
2020-12-18 08:32:22.083   INFO: #import         : 81  
2020-12-18 08:32:22.084   INFO: factor          : 80  
2020-12-18 08:32:22.084   INFO: #children       : 78  
2020-12-18 08:32:22.084   INFO: normal          : 76  
2020-12-18 08:32:22.084   INFO: sad             : 76  
2020-12-18 08:32:22.084   INFO: reward          : 76  
2020-12-18 08:32:22.085   INFO: liber           : 73  
2020-12-18 08:32:22.085   INFO: #air            : 71  
2020-12-18 08:32:22.085   INFO: germani         : 69  
2020-12-18 08:32:22.085   INFO: brazil          : 68  
2020-12-18 08:32:22.085   INFO: morn            : 67  
2020-12-18 08:32:22.086   INFO: trust           : 67  
2020-12-18 08:32:22.086   INFO: night           : 65  
2020-12-18 08:32:22.086   INFO: #garbag         : 64  
2020-12-18 08:32:22.086   INFO: shape           : 63  
2020-12-18 08:32:22.086   INFO: congress        : 62  
2020-12-18 08:32:22.086   INFO: success         : 61  
2020-12-18 08:32:22.087   INFO: conflict        : 61  
2020-12-18 08:32:22.087   INFO: #report         : 60  
2020-12-18 08:32:22.087   INFO: #regul          : 60  
2020-12-18 08:32:22.087   INFO: #tax            : 60  
2020-12-18 08:32:22.087   INFO: afford          : 59  
2020-12-18 08:32:22.087   INFO: japan           : 58  
2020-12-18 08:32:22.088   INFO: #reduc          : 58  
2020-12-18 08:32:22.088   INFO: #cnn            : 58  
2020-12-18 08:32:22.088   INFO: primari         : 58  
2020-12-18 08:32:22.088   INFO: #effici         : 57  
2020-12-18 08:32:22.088   INFO: #media          : 57  
2020-12-18 08:32:22.088   INFO: averag          : 57  
2020-12-18 08:32:22.089   INFO: press           : 55  
2020-12-18 08:32:22.089   INFO: england         : 53  
2020-12-18 08:32:22.089   INFO: #magazin        : 53  
2020-12-18 08:32:22.089   INFO: #snow           : 49  
2020-12-18 08:32:22.089   INFO: #fund           : 49  
2020-12-18 08:32:22.089   INFO: warmer          : 48  
2020-12-18 08:32:22.090   INFO: #republican     : 47  
2020-12-18 08:32:22.090   INFO: expand          : 46  
2020-12-18 08:32:22.090   INFO: #presid         : 46  
2020-12-18 08:32:22.090   INFO: volunt          : 43  
2020-12-18 08:32:22.090   INFO: bike            : 43  
2020-12-18 08:32:22.090   INFO: hurt            : 43  
2020-12-18 08:32:22.091   INFO: walk            : 42  
2020-12-18 08:32:22.091   INFO: occur           : 42  
2020-12-18 08:32:22.091   INFO: wall            : 41  
2020-12-18 08:32:22.091   INFO: internet        : 41  
2020-12-18 08:32:22.091   INFO: #power          : 41  
2020-12-18 08:32:22.091   INFO: #rain           : 40  
2020-12-18 08:32:22.092   INFO: #develop        : 40  
2020-12-18 08:32:22.092   INFO: drill           : 40  
2020-12-18 08:32:22.092   INFO: #panel          : 39  
2020-12-18 08:32:22.092   INFO: medium          : 39  
2020-12-18 08:32:22.093   INFO: #warm           : 39  
2020-12-18 08:32:22.093   INFO: tea             : 39  
2020-12-18 08:32:22.093   INFO: experienc       : 38  
2020-12-18 08:32:22.093   INFO: phone           : 37  
2020-12-18 08:32:22.093   INFO: taxpay          : 37  
2020-12-18 08:32:22.094   INFO: modern          : 36  
2020-12-18 08:32:22.094   INFO: climate-chang   : 35  
2020-12-18 08:32:22.094   INFO: #regist         : 35  
2020-12-18 08:32:22.094   INFO: #congress       : 35  
2020-12-18 08:32:22.095   INFO: #feder          : 33  
2020-12-18 08:32:22.095   INFO: surg            : 33  
2020-12-18 08:32:22.095   INFO: #time           : 33  
2020-12-18 08:32:22.095   INFO: certain         : 32  
2020-12-18 08:32:22.095   INFO: oppos           : 32  
2020-12-18 08:32:22.096   INFO: #intern         : 31  
2020-12-18 08:32:22.096   INFO: garbag          : 31  
2020-12-18 08:32:22.096   INFO: wash            : 31  
2020-12-18 08:32:22.096   INFO: cnn             : 30  
2020-12-18 08:32:22.097   INFO: #websit         : 30  
2020-12-18 08:32:22.097   INFO: channel         : 30  
2020-12-18 08:32:22.097   INFO: contain         : 30  
2020-12-18 08:32:22.097   INFO: #success        : 29  
2020-12-18 08:32:22.097   INFO: religi          : 29  
2020-12-18 08:32:22.098   INFO: treati          : 29  
2020-12-18 08:32:22.098   INFO: #liber          : 29  
2020-12-18 08:32:22.098   INFO: purchas         : 28  
2020-12-18 08:32:22.098   INFO: #peopl          : 28  
2020-12-18 08:32:22.098   INFO: tv              : 28  
2020-12-18 08:32:22.099   INFO: #famili         : 27  
2020-12-18 08:32:22.099   INFO: #support        : 27  
2020-12-18 08:32:22.099   INFO: establish       : 26  
2020-12-18 08:32:22.099   INFO: offshor         : 26  
2020-12-18 08:32:22.100   INFO: ipcc            : 25  
2020-12-18 08:32:22.100   INFO: radio           : 25  
2020-12-18 08:32:22.100   INFO: behavior        : 24  
2020-12-18 08:32:22.100   INFO: util            : 24  
2020-12-18 08:32:22.100   INFO: #work           : 24  
2020-12-18 08:32:22.101   INFO: depress         : 24  
2020-12-18 08:32:22.101   INFO: #msnbc          : 23  
2020-12-18 08:32:22.101   INFO: moder           : 23  
2020-12-18 08:32:22.101   INFO: comput          : 23  
2020-12-18 08:32:22.101   INFO: #volunt         : 23  
2020-12-18 08:32:22.102   INFO: incom           : 22  
2020-12-18 08:32:22.102   INFO: print           : 22  
2020-12-18 08:32:22.102   INFO: advic           : 21  
2020-12-18 08:32:22.102   INFO: #morn           : 21  
2020-12-18 08:32:22.102   INFO: #donat          : 21  
2020-12-18 08:32:22.103   INFO: #visit          : 20  
2020-12-18 08:32:22.103   INFO: #public         : 20  
2020-12-18 08:32:22.103   INFO: stephen         : 20  
2020-12-18 08:32:22.103   INFO: fox             : 19  
2020-12-18 08:32:22.104   INFO: solar-pow       : 19  
2020-12-18 08:32:22.104   INFO: #follow         : 19  
2020-12-18 08:32:22.104   INFO: abc             : 19  
2020-12-18 08:32:22.104   INFO: #leader         : 18  
2020-12-18 08:32:22.104   INFO: #internet       : 18  
2020-12-18 08:32:22.105   INFO: cent            : 18  
2020-12-18 08:32:22.105   INFO: punish          : 18  
2020-12-18 08:32:22.105   INFO: low-carbon      : 17  
2020-12-18 08:32:22.105   INFO: #share          : 16  
2020-12-18 08:32:22.105   INFO: #teach          : 16  
2020-12-18 08:32:22.106   INFO: household       : 16  
2020-12-18 08:32:22.106   INFO: human-caus      : 15  
2020-12-18 08:32:22.106   INFO: #american       : 15  
2020-12-18 08:32:22.106   INFO: sunday          : 15  
2020-12-18 08:32:22.106   INFO: contact         : 15  
2020-12-18 08:32:22.107   INFO: newspap         : 14  
2020-12-18 08:32:22.107   INFO: electron        : 14  
2020-12-18 08:32:22.107   INFO: #renewable_energi: 14  
2020-12-18 08:32:22.107   INFO: cbs             : 13  
2020-12-18 08:32:22.107   INFO: #countri        : 13  
2020-12-18 08:32:22.108   INFO: #opinion        : 13  
2020-12-18 08:32:22.108   INFO: large-scal      : 13  
2020-12-18 08:32:22.108   INFO: #journal        : 13  
2020-12-18 08:32:22.109   INFO: #england        : 13  
2020-12-18 08:32:22.109   INFO: #vehicl         : 13  
2020-12-18 08:32:22.109   INFO: #hope           : 12  
2020-12-18 08:32:22.109   INFO: #purchas        : 12  
2020-12-18 08:32:22.109   INFO: cost-effect     : 12  
2020-12-18 08:32:22.110   INFO: #york           : 12  
2020-12-18 08:32:22.110   INFO: written         : 12  
2020-12-18 08:32:22.110   INFO: #rebat          : 12  
2020-12-18 08:32:22.110   INFO: shower          : 11  
2020-12-18 08:32:22.110   INFO: #behavior       : 11  
2020-12-18 08:32:22.111   INFO: beverag         : 10  
2020-12-18 08:32:22.111   INFO: #influenc       : 10  
2020-12-18 08:32:22.111   INFO: eastern         : 10  
2020-12-18 08:32:22.111   INFO: #vote           : 10  
2020-12-18 08:32:22.111   INFO: #listen         : 10  
2020-12-18 08:32:22.112   INFO: #mind           : 10  
2020-12-18 08:32:22.112   INFO: #growth         : 10  
2020-12-18 08:32:22.112   INFO: #clean          : 9   
2020-12-18 08:32:22.112   INFO: angri           : 9   
2020-12-18 08:32:22.112   INFO: revenu          : 9   
2020-12-18 08:32:22.112   INFO: afraid          : 9   
2020-12-18 08:32:22.113   INFO: guilti          : 9   
2020-12-18 08:32:22.113   INFO: #local          : 9   
2020-12-18 08:32:22.113   INFO: gallon          : 8   
2020-12-18 08:32:22.113   INFO: #network        : 8   
2020-12-18 08:32:22.114   INFO: teeth           : 8   
2020-12-18 08:32:22.114   INFO: nbc             : 8   
2020-12-18 08:32:22.114   INFO: rush            : 8   
2020-12-18 08:32:22.114   INFO: disgust         : 8   
2020-12-18 08:32:22.114   INFO: #offshor        : 8   
2020-12-18 08:32:22.114   INFO: #effect         : 8   
2020-12-18 08:32:22.115   INFO: high-carbon     : 8   
2020-12-18 08:32:22.115   INFO: #taxpay         : 7   
2020-12-18 08:32:22.115   INFO: #conflict       : 7   
2020-12-18 08:32:22.115   INFO: npr             : 7   
2020-12-18 08:32:22.115   INFO: environmentally-friend: 7   
2020-12-18 08:32:22.115   INFO: #bike           : 7   
2020-12-18 08:32:22.115   INFO: carbon-reduc    : 7   
2020-12-18 08:32:22.116   INFO: televis         : 7   
2020-12-18 08:32:22.116   INFO: #afford         : 7   
2020-12-18 08:32:22.116   INFO: climate-friend  : 7   
2020-12-18 08:32:22.116   INFO: #religi         : 7   
2020-12-18 08:32:22.116   INFO: bulb            : 7   
2020-12-18 08:32:22.116   INFO: #email          : 6   
2020-12-18 08:32:22.117   INFO: jon             : 6   
2020-12-18 08:32:22.117   INFO: low-cost        : 6   
2020-12-18 08:32:22.117   INFO: error           : 6   
2020-12-18 08:32:22.117   INFO: #bill           : 6   
2020-12-18 08:32:22.117   INFO: low-incom       : 6   
2020-12-18 08:32:22.117   INFO: snowstorm       : 6   
2020-12-18 08:32:22.118   INFO: strip           : 6   
2020-12-18 08:32:22.118   INFO: #press          : 6   
2020-12-18 08:32:22.118   INFO: #drill          : 6   
2020-12-18 08:32:22.118   INFO: spoken          : 6   
2020-12-18 08:32:22.118   INFO: intergovernment : 5   
2020-12-18 08:32:22.119   INFO: #newspap        : 5   
2020-12-18 08:32:22.119   INFO: #view           : 5   
2020-12-18 08:32:22.119   INFO: environment-friend: 5   
2020-12-18 08:32:22.119   INFO: #contain        : 5   
2020-12-18 08:32:22.119   INFO: #summer         : 5   
2020-12-18 08:32:22.120   INFO: energy-sav      : 5   
2020-12-18 08:32:22.120   INFO: carpool         : 5   
2020-12-18 08:32:22.120   INFO: #interest       : 5   
2020-12-18 08:32:22.120   INFO: #sunday         : 5   
2020-12-18 08:32:22.120   INFO: rachel          : 5   
2020-12-18 08:32:22.121   INFO: #comput         : 5   
2020-12-18 08:32:22.121   INFO: #help           : 5   
2020-12-18 08:32:22.121   INFO: #meet           : 5   
2020-12-18 08:32:22.121   INFO: dish            : 5   
2020-12-18 08:32:22.121   INFO: stewart         : 5   
2020-12-18 08:32:22.121   INFO: rebat           : 5   
2020-12-18 08:32:22.122   INFO: #stori          : 5   
2020-12-18 08:32:22.122   INFO: gas-pow         : 5   
2020-12-18 08:32:22.122   INFO: #problem        : 5   
2020-12-18 08:32:22.122   INFO: #tv             : 5   
2020-12-18 08:32:22.122   INFO: #state          : 4   
2020-12-18 08:32:22.123   INFO: #friend         : 4   
2020-12-18 08:32:22.123   INFO: colder          : 4   
2020-12-18 08:32:22.123   INFO: #tea            : 4   
2020-12-18 08:32:22.123   INFO: colbert         : 4   
2020-12-18 08:32:22.123   INFO: cooler          : 4   
2020-12-18 08:32:22.123   INFO: disagr          : 4   
2020-12-18 08:32:22.124   INFO: #keith          : 4   
2020-12-18 08:32:22.124   INFO: #nation         : 4   
2020-12-18 08:32:22.124   INFO: climateg        : 4   
2020-12-18 08:32:22.124   INFO: #expert         : 4   
2020-12-18 08:32:22.124   INFO: natural-new     : 3   
2020-12-18 08:32:22.124   INFO: #npr            : 3   
2020-12-18 08:32:22.125   INFO: #caus           : 3   
2020-12-18 08:32:22.125   INFO: compact         : 3   
2020-12-18 08:32:22.125   INFO: cabl            : 3   
2020-12-18 08:32:22.125   INFO: #depress        : 3   
2020-12-18 08:32:22.125   INFO: thermostat      : 3   
2020-12-18 08:32:22.126   INFO: #offici         : 3   
2020-12-18 08:32:22.126   INFO: carbon-friend   : 3   
2020-12-18 08:32:22.126   INFO: clean-energi    : 3   
2020-12-18 08:32:22.126   INFO: #reward         : 3   
2020-12-18 08:32:22.126   INFO: #record         : 3   
